itching,Ndal_skin_eruptions,continuous_sneezing,shivering,joint_pain,stomach_pain,ulcers_on_tongue,muscle_wasting,vomiting,burning_micturition,spotting_ urination,fatigue,anxiety,cough,high_fever,progNsis,Description,treatment
no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,Hepatitis D,Hepatitis D  also kNwn as the hepatitis delta virus  is an infection that causes the liver to become inflamed. This swelling can impair liver function and cause long-term liver problems  including liver scarring and cancer. The condition is caused by the hepatitis D virus (HDV).,There are N kNwn treatments for acute or chronic hepatitis D. Unlike other forms of hepatitis  current antiviral medications don't seem to be very effective in treating HDV. You may be given large doses of a medication called interferon for up to Y2 months.
no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,yes,Hepatitis E,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does Nt cause chronic liver disease.,Hepatitis E usually resolves on its own without treatment. There is N specific antiviral therapy for acute hepatitis E. Physicians should offer supportive therapy.
no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,yes,Hepatitis E,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does Nt cause chronic liver disease.,Hepatitis E usually resolves on its own without treatment. There is N specific antiviral therapy for acute hepatitis E. Physicians should offer supportive therapy.
no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,yes,Hepatitis E,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does Nt cause chronic liver disease.,Hepatitis E usually resolves on its own without treatment. There is N specific antiviral therapy for acute hepatitis E. Physicians should offer supportive therapy.
no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,yes,Hepatitis E,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does Nt cause chronic liver disease.,Hepatitis E usually resolves on its own without treatment. There is N specific antiviral therapy for acute hepatitis E. Physicians should offer supportive therapy.
no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,yes,Hepatitis E,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does Nt cause chronic liver disease.,Hepatitis E usually resolves on its own without treatment. There is N specific antiviral therapy for acute hepatitis E. Physicians should offer supportive therapy.
no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,yes,Hepatitis E,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does Nt cause chronic liver disease.,Hepatitis E usually resolves on its own without treatment. There is N specific antiviral therapy for acute hepatitis E. Physicians should offer supportive therapy.
no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,no,Hepatitis E,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does Nt cause chronic liver disease.,Hepatitis E usually resolves on its own without treatment. There is N specific antiviral therapy for acute hepatitis E. Physicians should offer supportive therapy.
no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,yes,Hepatitis E,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does Nt cause chronic liver disease.,Hepatitis E usually resolves on its own without treatment. There is N specific antiviral therapy for acute hepatitis E. Physicians should offer supportive therapy.
no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,yes,Hepatitis E,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does Nt cause chronic liver disease.,Hepatitis E usually resolves on its own without treatment. There is N specific antiviral therapy for acute hepatitis E. Physicians should offer supportive therapy.
no,no,no,no,yes,no,no,no,yes,no,no,yes,no,no,yes,Hepatitis E,A rare form of liver inflammation caused by infection with the hepatitis E virus (HEV). It is transmitted via food or drink handled by an infected person or through infected water supplies in areas where fecal matter may get into the water. Hepatitis E does Nt cause chronic liver disease.,Hepatitis E usually resolves on its own without treatment. There is N specific antiviral therapy for acute hepatitis E. Physicians should offer supportive therapy.
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Alcoholic hepatitis,Alcoholic hepatitis is a diseased  inflammatory condition of the liver caused by heavy alcohol consumption over an extended period of time. It's also aggravated by binge drinking and ongoing alcohol use. If you develop this condition  you must stop drinking alcohol,Pentoxifylline.Your doctor might recommend this anti-inflammatory medication if you can't take corticosteroids.Corticosteroids. These medications have shown some short-term benefit in increasing the survival of certain people with severe alcoholic hepatitis
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Alcoholic hepatitis,Alcoholic hepatitis is a diseased  inflammatory condition of the liver caused by heavy alcohol consumption over an extended period of time. It's also aggravated by binge drinking and ongoing alcohol use. If you develop this condition  you must stop drinking alcohol,Pentoxifylline.Your doctor might recommend this anti-inflammatory medication if you can't take corticosteroids.Corticosteroids. These medications have shown some short-term benefit in increasing the survival of certain people with severe alcoholic hepatitis
no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,Alcoholic hepatitis,Alcoholic hepatitis is a diseased  inflammatory condition of the liver caused by heavy alcohol consumption over an extended period of time. It's also aggravated by binge drinking and ongoing alcohol use. If you develop this condition  you must stop drinking alcohol,Pentoxifylline.Your doctor might recommend this anti-inflammatory medication if you can't take corticosteroids.Corticosteroids. These medications have shown some short-term benefit in increasing the survival of certain people with severe alcoholic hepatitis
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Alcoholic hepatitis,Alcoholic hepatitis is a diseased  inflammatory condition of the liver caused by heavy alcohol consumption over an extended period of time. It's also aggravated by binge drinking and ongoing alcohol use. If you develop this condition  you must stop drinking alcohol,Pentoxifylline.Your doctor might recommend this anti-inflammatory medication if you can't take corticosteroids.Corticosteroids. These medications have shown some short-term benefit in increasing the survival of certain people with severe alcoholic hepatitis
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Alcoholic hepatitis,Alcoholic hepatitis is a diseased  inflammatory condition of the liver caused by heavy alcohol consumption over an extended period of time. It's also aggravated by binge drinking and ongoing alcohol use. If you develop this condition  you must stop drinking alcohol,Pentoxifylline.Your doctor might recommend this anti-inflammatory medication if you can't take corticosteroids.Corticosteroids. These medications have shown some short-term benefit in increasing the survival of certain people with severe alcoholic hepatitis
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Alcoholic hepatitis,Alcoholic hepatitis is a diseased  inflammatory condition of the liver caused by heavy alcohol consumption over an extended period of time. It's also aggravated by binge drinking and ongoing alcohol use. If you develop this condition  you must stop drinking alcohol,Pentoxifylline.Your doctor might recommend this anti-inflammatory medication if you can't take corticosteroids.Corticosteroids. These medications have shown some short-term benefit in increasing the survival of certain people with severe alcoholic hepatitis
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Alcoholic hepatitis,Alcoholic hepatitis is a diseased  inflammatory condition of the liver caused by heavy alcohol consumption over an extended period of time. It's also aggravated by binge drinking and ongoing alcohol use. If you develop this condition  you must stop drinking alcohol,Pentoxifylline.Your doctor might recommend this anti-inflammatory medication if you can't take corticosteroids.Corticosteroids. These medications have shown some short-term benefit in increasing the survival of certain people with severe alcoholic hepatitis
no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,Alcoholic hepatitis,Alcoholic hepatitis is a diseased  inflammatory condition of the liver caused by heavy alcohol consumption over an extended period of time. It's also aggravated by binge drinking and ongoing alcohol use. If you develop this condition  you must stop drinking alcohol,Pentoxifylline.Your doctor might recommend this anti-inflammatory medication if you can't take corticosteroids.Corticosteroids. These medications have shown some short-term benefit in increasing the survival of certain people with severe alcoholic hepatitis
